day,operate,price,investment,total_balance
0,buy,317.2962957183481,0.0,9682.703704281652
1,buy,316.91267809066994,0.0,9365.791026190982
2,buy,329.326744889142,0.0,9036.46428130184
4,buy,332.004344671077,0.0,8704.459936630763
9,buy,345.4195722937584,0.0,8359.040364337005
11,buy,367.1880136585678,0.0,7991.852350678437
12,sell,371.40666869742563,17.053578535032514,8363.259019375862
13,sell,368.35666938764916,16.23285998115257,8731.615688763512
17,sell,363.9945565481612,10.52687405351457,9095.610245311673
18,sell,368.64446855158894,11.03603747017589,9464.254713863262
19,sell,367.53953277714027,6.4037947637113595,9831.794246640402
21,sell,364.6235370066352,-0.6984096856487193,10196.417783647037
34,buy,325.0094730922283,0.0,9871.408310554809
35,buy,323.5363222406886,0.0,9547.87198831412
36,buy,314.5279703078377,0.0,9233.344018006283
37,buy,312.5224950747943,0.0,8920.821522931488
38,buy,315.58675129422045,0.0,8605.234771637268
39,buy,312.3917383835469,0.0,8292.843033253721
40,buy,308.7866491294517,0.0,7984.056384124269
41,buy,312.132551278919,0.0,7671.92383284535
42,buy,298.25517690940615,0.0,7373.668655935944
43,buy,293.40876052636304,0.0,7080.259895409581
44,buy,294.4915245525772,0.0,6785.768370857004
45,buy,296.2666440215253,0.0,6489.501726835479
46,buy,305.25459903783485,0.0,6184.247127797644
47,buy,311.7436550794591,0.0,5872.503472718185
48,buy,305.41385066509247,0.0,5567.089622053092
49,buy,307.14266937138746,0.0,5259.946952681705
50,buy,308.07320635261567,0.0,4951.873746329089
51,buy,296.32904773674454,0.0,4655.5446985923445
52,buy,323.24039846217784,0.0,4332.304300130167
54,buy,331.04768754453835,0.0,4001.2566125856283
56,buy,335.88598567021836,0.0,3665.37062691541
58,buy,348.4755602597106,0.0,3316.8950666556993
60,buy,348.8141869008541,0.0,2968.0808797548452
64,buy,340.2251946929573,0.0,2627.855685061888
65,sell,332.94409586081383,2.441351229886744,2960.7997809227018
66,sell,348.21053582662717,7.626412210862264,3309.010316749329
70,sell,325.2900346714159,3.421655744334948,3634.300351420745
71,buy,327.68511913031034,0.0,3306.6152322904345
72,buy,330.4409730233565,0.0,2976.174259267078
73,sell,331.6572139288546,6.122669297607179,3307.8314731959326
75,buy,324.1510049964854,0.0,2983.680468199447
76,sell,328.5034246524483,4.092907355982661,3312.1838928518955
77,buy,332.0497218317105,0.0,2980.134171020185
78,buy,325.59817345776537,0.0,2654.5359975624197
79,sell,318.7189852205556,2.0254206688527328,2973.2549827829753
81,buy,321.95419486075843,0.0,2651.300787922217
82,buy,324.1788889026793,0.0,2327.1218990195375
83,buy,332.83350558741586,0.0,1994.2883934321217
84,buy,333.94463796468335,0.0,1660.3437554674383
85,buy,337.2920396552872,0.0,1323.051715812151
86,buy,346.83437919293647,0.0,976.2173366192146
88,buy,338.24323656092747,0.0,637.9741000582871
89,buy,336.2622933089733,0.0,301.71180674931384
93,sell,366.3526361208351,18.642641174311322,668.0644428701489
95,buy,368.4023385344153,0.0,299.6621043357336
98,sell,396.66067570485757,27.080842443249363,696.3227800405912
99,sell,398.21757876833,33.51573068898885,1094.5403588089212
100,sell,405.6766330264509,38.263299397974336,1500.216991835372
103,sell,401.0868261495307,36.19639028963717,1901.3038179849027
104,sell,401.6336837959716,35.56493513552301,2302.9375017808743
106,sell,422.3978768942652,38.37559801741464,2725.3353786751395
107,sell,426.51060438410786,36.814526112936065,3151.8459830592474
108,sell,438.5478183789237,43.59133268642157,3590.393801438171
109,sell,443.5762701443309,44.42026926840704,4033.970071582502
110,sell,448.1094676008579,45.455514585698495,4482.07953918336
111,sell,434.74203854302687,46.70922134142141,4916.821577726387
112,sell,437.60184422535536,35.37968840134285,5354.423421951742
114,sell,425.71239347280425,28.59548925727806,5780.135815424546
115,sell,427.55394047640584,27.291390149331647,6207.689755900952
116,sell,419.75196402641456,20.45377406483924,6627.441719927367
117,sell,421.0490194759477,20.70868539404489,7048.490739403314
118,sell,434.0726501008867,27.583922905128706,7482.563389504201
120,sell,443.59819167875685,35.37330985797723,7926.161581182958
121,sell,443.854906286244,34.321994704594665,8370.016487469202
122,sell,447.9177205405613,38.18180836595518,8817.934208009763
123,sell,440.9004278297143,32.78144772943721,9258.834635839477
124,sell,440.151113944019,35.182304393704705,9698.985749783496
125,sell,444.06502811525206,37.9280143584727,10143.050777898748
126,sell,442.7955391739597,36.58987501400496,10585.846317072708
127,sell,446.5964203670956,34.180126961346716,11032.442737439804
128,sell,453.2668882444559,35.73114723656429,11485.70962568426
129,sell,445.00314948261075,31.934080014875054,11930.71277516687
130,sell,453.2067619898008,30.669503710787467,12383.919537156671
131,sell,477.5164189117132,41.17545224757171,12861.435956068384
132,sell,480.18415596284103,42.80047615140294,13341.620112031225
133,sell,440.0293778052255,19.442612540343298,13781.64948983645
135,buy,431.42995296089794,0.0,13350.219536875553
137,buy,426.0614576260814,0.0,12924.158079249471
138,sell,416.823456158163,-3.385601000229752,13340.981535407635
139,sell,429.1044762563761,0.7142205838682751,13770.08601166401
140,buy,441.54397492647695,0.0,13328.542036737534
141,sell,440.6582694828103,-0.20059280478555908,13769.200306220344
143,buy,432.2713783979416,0.0,13336.928927822402
144,sell,432.71792756707873,0.10330296925790379,13769.646855389481
145,buy,442.12569930241443,0.0,13327.521156087067
147,buy,430.52952190702854,0.0,12896.991634180038
148,sell,431.841379895086,-2.326107580616786,13328.833014075124
149,sell,423.7561876145264,-1.5732566404504993,13752.58920168965
150,buy,430.1820327380301,0.0,13322.40716895162
151,buy,425.96564289898384,0.0,12896.441526052637
152,sell,417.57307137528556,-2.9310757779656207,13314.014597427922
153,buy,405.24305033683777,0.0,12908.771547091084
154,buy,407.1303671746464,0.0,12501.641179916438
155,buy,411.2617238475941,0.0,12090.379456068844
156,buy,416.13828788509636,0.0,11674.241168183748
157,buy,430.72671695222385,0.0,11243.514451231524
161,buy,434.26077103690477,0.0,10809.253680194619
163,sell,436.80895211657486,2.5455830530826318,11246.062632311194
165,buy,451.25147867296624,0.0,10794.811153638228
166,sell,448.1767062525905,10.594544651676648,11242.987859890818
168,sell,444.99234341299604,9.299718048815562,11687.980203303814
169,sell,447.1103440948791,8.716741230353307,12135.090547398693
173,buy,398.8476180146245,0.0,11736.242929384069
174,buy,396.30419470701236,0.0,11339.938734677056
175,buy,398.1851666823714,0.0,10941.753567994685
176,buy,388.24516290239995,0.0,10553.508405092285
177,sell,386.163750151587,-7.203023275230537,10939.672155243872
179,buy,387.0655009504699,0.0,10552.606654293402
180,buy,381.5939640402794,0.0,10171.012690253123
181,buy,380.03105486528875,0.0,9790.981635387834
182,buy,378.4394613457989,0.0,9412.542174042035
184,buy,381.5467457592058,0.0,9030.99542828283
185,buy,377.7156999707222,0.0,8653.279728312107
186,buy,377.98608631520983,0.0,8275.293641996897
187,buy,373.8535924918433,0.0,7901.440049505054
188,buy,382.8810813742166,0.0,7518.5589681308375
189,buy,387.3483584786664,0.0,7131.210609652171
190,buy,374.7670737931913,0.0,6756.44353585898
191,buy,367.34165245210903,0.0,6389.101883406871
192,buy,362.8670610991249,0.0,6026.234822307746
193,buy,357.49184482658166,0.0,5668.742977481164
194,buy,362.69795912739943,0.0,5306.045018353765
195,buy,358.0426149257255,0.0,4948.0024034280395
196,buy,348.6428292745477,0.0,4599.359574153492
197,buy,404.9094396841356,0.0,4194.450134469356
199,buy,410.399782287026,0.0,3784.0503521823302
201,buy,414.8196442425251,0.0,3369.230707939805
206,sell,422.78684691149834,-1.8433660435338628,3792.0175548513034
208,buy,434.5870345362491,0.0,3357.4305203150543
209,sell,436.79708176045096,0.5840524617248125,3794.2276020755053
210,sell,436.57864454071387,-3.251586936712547,4230.806246616219
212,buy,437.1567884282922,0.0,3793.649458187927
215,sell,451.66778611011614,13.243195072448662,4245.317244298043
217,sell,470.4085206041855,18.698849743934325,4715.725764902229
218,sell,469.4823879522737,17.905544263223504,5185.208152854502
220,sell,478.822714428301,23.32998841473555,5664.030867282803
221,sell,482.06236362457275,24.542838987414413,6146.093230907376
222,sell,483.84291027749714,26.795221065505327,6629.936141184873
223,sell,483.5929324793469,27.250898653734552,7113.52907366422
224,sell,483.52812910079956,27.76895078047263,7597.05720276502
225,sell,480.868445195898,26.031331819921782,8077.925647960918
226,sell,476.5797548754672,26.17419792516123,8554.505402836385
227,sell,467.74628022755496,23.746957139975887,9022.25168306394
228,sell,455.1746959753291,21.75212572960899,9477.426379039269
229,sell,456.15897766190756,19.138552373673257,9933.585356701176
231,sell,453.04887866973877,16.961610589784105,10386.634235370915
232,sell,454.97216654525255,21.40131787466501,10841.606401916168
233,sell,461.51124519266887,25.635424709381926,11303.117647108837
234,sell,464.6462684869766,28.048621189138068,11767.763915595813
235,sell,481.78747279251183,34.768800957187054,12249.551388388325
236,sell,471.94614057334184,30.120980473333308,12721.497528961667
