day,operate,price,investment,total_balance
6,buy,101.40961701406195,0.0,9898.590382985938
7,sell,100.25781655483661,-1.1357901677763242,9998.848199540775
8,buy,100.01618565382158,0.0,9898.832013886953
9,sell,104.03489130866546,4.018055306321644,10002.866905195619
40,buy,98.31475736428185,0.0,9904.552147831337
44,buy,92.45659920213484,0.0,9812.095548629202
45,sell,93.88177930219354,-4.508965063772643,9905.977327931396
46,buy,93.05203680474688,0.0,9812.925291126649
47,buy,94.51283875324134,0.0,9718.412452373406
49,buy,94.11487625820337,0.0,9624.297576115203
50,buy,96.13227902025756,0.0,9528.165297094945
51,buy,94.46084931978794,0.0,9433.704447775157
52,buy,96.4017072250408,0.0,9337.302740550116
54,buy,96.93969795918294,0.0,9240.363042590932
56,buy,98.39260382677823,0.0,9141.970438764154
58,buy,100.10508593269968,0.0,9041.865352831455
60,buy,99.76876917062873,0.0,8942.096583660827
63,sell,100.13943373515941,8.309665939829612,9042.236017395986
64,sell,100.65679645344973,8.172588059152414,9142.892813849436
65,sell,98.2360311462762,3.9393509306767873,9241.128844995712
67,sell,100.42171135745593,6.701209574934591,9341.550556353168
68,buy,99.13778866569554,0.0,9242.412767687472
69,buy,99.83217132713253,0.0,9142.58059636034
71,buy,97.9657464954521,0.0,9044.614849864887
72,sell,98.94598746014162,2.9269132788281715,9143.560837325029
74,sell,98.81148077565923,4.605750940416234,9242.372318100688
76,sell,100.31590847490861,4.06030283336215,9342.688226575596
77,sell,102.4745662510395,5.709599274991613,9445.162792826635
79,sell,99.5794825827893,1.206268265956848,9544.742275409424
81,sell,97.72124099478062,-2.381342481961122,9642.463516404205
82,sell,100.54662268549691,0.7796563206446562,9743.010139089702
83,sell,103.178663617462,4.076018848264592,9846.188802707164
84,sell,101.84431558389542,2.0155268887916407,9948.03311829106
85,sell,100.33184832941424,2.415233812434625,10048.364966620473
87,buy,92.02673417244476,0.0,9956.338232448028
89,buy,90.68270208215472,0.0,9865.655530365873
90,sell,92.49564937451805,0.5095423697146652,9958.151179740391
91,sell,93.95467304673276,3.60815336271495,10052.105852787125
93,buy,92.26746387332969,0.0,9959.838388913795
95,buy,88.36799251677712,0.0,9871.470396397017
96,buy,88.02898130016911,0.0,9783.441415096848
98,sell,89.62863812294927,-2.859974296034795,9873.070053219797
100,sell,88.96388914946874,0.6743353738385374,9962.033942369266
101,sell,91.54712324010234,3.9965723651132055,10053.581065609367
102,buy,90.6112928390503,0.0,9962.969772770317
103,buy,91.3566228928812,0.0,9871.613149877436
106,sell,93.50008334442646,3.188113109154532,9965.113233221862
107,sell,93.40512048070741,2.2423087926839624,10058.51835370257
110,buy,92.25207690100795,0.0,9966.266276801562
112,buy,89.33905546367168,0.0,9876.92722133789
114,buy,88.46810904198082,0.0,9788.45911229591
115,buy,87.72012890043152,0.0,9700.738983395478
116,buy,88.47259543724431,0.0,9612.266387958234
117,sell,89.18302479406702,-3.3268108535206293,9701.449412752301
118,buy,89.34774747842857,0.0,9612.101665273873
119,buy,89.31447675765776,0.0,9522.787188516215
120,buy,88.66148585211522,0.0,9434.1257026641
121,buy,90.17021355032921,0.0,9343.95548911377
123,buy,88.64961403110647,0.0,9255.305875082664
124,sell,90.03281874651293,0.7765509487878501,9345.338693829177
125,sell,89.60598126425703,1.2861948046569478,9434.944675093433
126,sell,90.29844320036318,2.939250468792892,9525.243118293796
127,sell,89.65962342683952,1.3416900269837737,9614.902741720636
128,sell,89.47380328026338,0.14108447654513415,9704.3765450009
132,sell,87.55008392870513,-1.9754835867650595,9791.926628929605
133,buy,85.71849999353708,0.0,9706.208128936069
134,buy,87.08771862832191,0.0,9619.120410307747
135,buy,87.03324581813376,0.0,9532.087164489614
136,buy,85.92910887950893,0.0,9446.158055610105
137,buy,86.52954339264943,0.0,9359.628512217456
139,buy,86.58579192615434,0.0,9273.042720291302
140,buy,88.19711455344077,0.0,9184.84560573786
142,buy,87.10738661760115,0.0,9097.73821912026
143,sell,85.7335268245879,-3.3024023897039947,9183.471745944847
144,sell,86.65427242578153,-3.8992267913230902,9270.126018370629
145,sell,87.59313544213728,-1.1917464057976324,9357.719153812766
